"department","year","solicitation_procedure","total_spending","total_contracts"
"Office of the Secretary to the Governor General",2020,"TN","497417.72","33"
"Office of the Secretary to the Governor General",2020,"ST","320931.43","1"
"Office of the Secretary to the Governor General",2020,"AC","11300.00","1"
"Office of the Secretary to the Governor General",2021,"OB","677754.62","16"
"Office of the Secretary to the Governor General",2021,"TC","645502.34","17"
"Office of the Secretary to the Governor General",2021,"TN","588577.06","38"
"Office of the Secretary to the Governor General",2021,"ST","376828.07","5"
"Office of the Secretary to the Governor General",2021,"AC","11300.00","1"
"Office of the Secretary to the Governor General",2022,"OB","1101408.25","16"
"Office of the Secretary to the Governor General",2022,"TN","760141.74","44"
"Office of the Secretary to the Governor General",2022,"TC","657461.26","21"
"Office of the Secretary to the Governor General",2022,"ST","542425.70","7"
"Office of the Secretary to the Governor General",2023,"OB","710548.96","7"
"Office of the Secretary to the Governor General",2023,"TN","639360.25","37"
"Office of the Secretary to the Governor General",2023,"ST","260655.59","6"
"Office of the Secretary to the Governor General",2023,"TC","244266.53","13"
"Office of the Secretary to the Governor General",2024,"OB","647298.56","6"
"Office of the Secretary to the Governor General",2024,"TN","635761.73","42"
"Office of the Secretary to the Governor General",2024,"TC","433581.31","19"
"Office of the Secretary to the Governor General",2024,"ST","209670.65","8"
"Office of the Secretary to the Governor General",2025,"TN","713938.18","49"
"Office of the Secretary to the Governor General",2025,"OB","606857.74","6"
"Office of the Secretary to the Governor General",2025,"TC","355098.71","15"
"Office of the Secretary to the Governor General",2025,"ST","183089.80","7"
"Office of the Secretary to the Governor General",2025,"AC","25425.00","1"
"Office of the Secretary to the Governor General",2026,"OB","580056.74","3"
"Office of the Secretary to the Governor General",2026,"TN","279651.20","19"
"Office of the Secretary to the Governor General",2026,"ST","119038.55","5"
"Office of the Secretary to the Governor General",2026,"TC","105604.23","4"
"Office of the Secretary to the Governor General",2026,"AC","25425.00","1"
"Office of the Superintendent of Financial Institutions Canada",2017,"OB","3955495.06","81"
"Office of the Superintendent of Financial Institutions Canada",2017,"TN","2294537.43","116"
"Office of the Superintendent of Financial Institutions Canada",2017,"AC","854138.05","4"
"Office of the Superintendent of Financial Institutions Canada",2017,"TC","787106.42","18"
"Office of the Superintendent of Financial Institutions Canada",2018,"OB","13689596.74","114"
"Office of the Superintendent of Financial Institutions Canada",2018,"TN","4274063.29","184"
"Office of the Superintendent of Financial Institutions Canada",2018,"AC","1208296.91","7"
"Office of the Superintendent of Financial Institutions Canada",2018,"TC","704836.36","23"
"Office of the Superintendent of Financial Institutions Canada",2018,"ST","663703.95","3"
"Office of the Superintendent of Financial Institutions Canada",2019,"OB","16448627.05","91"
"Office of the Superintendent of Financial Institutions Canada",2019,"TN","6279308.05","271"
"Office of the Superintendent of Financial Institutions Canada",2019,"TC","1828420.61","43"
"Office of the Superintendent of Financial Institutions Canada",2019,"ST","1089717.23","4"
"Office of the Superintendent of Financial Institutions Canada",2019,"AC","829285.14","7"
"Office of the Superintendent of Financial Institutions Canada",2020,"OB","16485561.09","85"
"Office of the Superintendent of Financial Institutions Canada",2020,"TN","5305816.39","204"
"Office of the Superintendent of Financial Institutions Canada",2020,"TC","2478058.29","47"
"Office of the Superintendent of Financial Institutions Canada",2020,"ST","2375297.54","3"
"Office of the Superintendent of Financial Institutions Canada",2020,"AC","1368811.33","6"
"Office of the Superintendent of Financial Institutions Canada",2021,"OB","15880225.63","91"
"Office of the Superintendent of Financial Institutions Canada",2021,"ST","5525117.65","24"
"Office of the Superintendent of Financial Institutions Canada",2021,"TN","5516938.74","164"
"Office of the Superintendent of Financial Institutions Canada",2021,"TC","2106684.23","37"
"Office of the Superintendent of Financial Institutions Canada",2021,"AC","1534910.58","13"
"Office of the Superintendent of Financial Institutions Canada",2022,"OB","12450486.76","75"
"Office of the Superintendent of Financial Institutions Canada",2022,"ST","10944939.53","32"
"Office of the Superintendent of Financial Institutions Canada",2022,"TN","7137292.31","196"
"Office of the Superintendent of Financial Institutions Canada",2022,"TC","2294051.53","37"
"Office of the Superintendent of Financial Institutions Canada",2022,"AC","1981920.54","7"
"Office of the Superintendent of Financial Institutions Canada",2023,"ST","19407061.16","38"
"Office of the Superintendent of Financial Institutions Canada",2023,"OB","14926182.18","99"
"Office of the Superintendent of Financial Institutions Canada",2023,"TN","8064820.51","229"
"Office of the Superintendent of Financial Institutions Canada",2023,"TC","3469720.38","36"
"Office of the Superintendent of Financial Institutions Canada",2023,"AC","3028982.51","11"
"Office of the Superintendent of Financial Institutions Canada",2024,"ST","27886234.46","35"
"Office of the Superintendent of Financial Institutions Canada",2024,"OB","9661593.58","49"
"Office of the Superintendent of Financial Institutions Canada",2024,"TN","6518277.29","168"
"Office of the Superintendent of Financial Institutions Canada",2024,"TC","3179367.33","25"
"Office of the Superintendent of Financial Institutions Canada",2024,"AC","2907414.92","11"
"Office of the Superintendent of Financial Institutions Canada",2025,"ST","30572734.42","34"
"Office of the Superintendent of Financial Institutions Canada",2025,"OB","13447454.18","39"
"Office of the Superintendent of Financial Institutions Canada",2025,"TN","5463988.59","138"
"Office of the Superintendent of Financial Institutions Canada",2025,"TC","3421151.62","35"
"Office of the Superintendent of Financial Institutions Canada",2025,"AC","2280579.88","7"
"Office of the Superintendent of Financial Institutions Canada",2026,"ST","27519214.64","21"
"Office of the Superintendent of Financial Institutions Canada",2026,"OB","11060519.88","20"
"Office of the Superintendent of Financial Institutions Canada",2026,"TN","3354118.73","61"
"Office of the Superintendent of Financial Institutions Canada",2026,"TC","1903088.63","23"
"Office of the Superintendent of Financial Institutions Canada",2026,"AC","1731585.05","4"
"Pacific Economic Development Canada",2021,"TN","122119.11","7"
"Pacific Economic Development Canada",2021,"TC","19779.38","1"
"Pacific Economic Development Canada",2022,"TN","889178.02","31"
"Pacific Economic Development Canada",2022,"AC","54013.31","1"
"Pacific Economic Development Canada",2022,"TC","19779.38","1"
"Pacific Economic Development Canada",2023,"TN","1490840.12","43"
"Pacific Economic Development Canada",2023,"OB","183044.55","1"
"Pacific Economic Development Canada",2023,"TC","106744.09","3"
"Pacific Economic Development Canada",2023,"AC","54013.31","1"
"Pacific Economic Development Canada",2024,"TN","973641.09","30"
"Pacific Economic Development Canada",2024,"TC","182871.73","3"
"Pacific Economic Development Canada",2024,"AC","54013.31","1"
"Pacific Economic Development Canada",2025,"TN","611361.14","16"
"Pacific Economic Development Canada",2025,"AC","54013.31","1"
"Pacific Economic Development Canada",2026,"TN","668988.91","16"
"Parks Canada",2017,"OB","651640515.01","1920"
"Parks Canada",2017,"TC","35882192.14","937"
"Parks Canada",2017,"TN","17239651.93","454"
"Parks Canada",2017,"AC","218884.01","2"
"Parks Canada",2017,NULL,"69386.88","1"
"Parks Canada",2018,"OB","862301113.74","2539"
"Parks Canada",2018,"TC","43025609.06","991"
"Parks Canada",2018,"TN","18716959.10","554"
"Parks Canada",2018,"AC","499642.83","3"
"Parks Canada",2019,"OB","510069506.47","2221"
"Parks Canada",2019,"TC","27475006.51","965"
"Parks Canada",2019,"TN","14768622.53","567"
"Parks Canada",2019,"AC","636265.22","7"
"Parks Canada",2019,"ST","434547.67","4"
"Parks Canada",2020,"OB","320415153.49","1911"
"Parks Canada",2020,"TC","24312599.66","835"
"Parks Canada",2020,"TN","13393095.54","545"
"Parks Canada",2020,"ST","1345838.54","11"
"Parks Canada",2020,"AC","1124646.65","4"
"Parks Canada",2021,"OB","265073835.14","1872"
"Parks Canada",2021,"TC","21342244.92","788"
"Parks Canada",2021,"TN","17908228.53","677"
"Parks Canada",2021,"ST","6471184.73","70"
"Parks Canada",2021,"AC","1084490.45","1"
"Parks Canada",2022,"OB","185289987.32","1331"
"Parks Canada",2022,"TN","15478036.89","476"
"Parks Canada",2022,"TC","13464639.64","483"
"Parks Canada",2022,"ST","8244927.53","67"
"Parks Canada",2022,"AC","2333302.65","5"
"Parks Canada",2023,"OB","69260628.04","354"
"Parks Canada",2023,"TN","2904494.99","103"
"Parks Canada",2023,"TC","2457396.56","101"
